,total_num_sections,num_unique_sections,Song
56,10,6,billy-joel_just-the-way-you-are
57,8,4,billy-joel_shes-always-a-woman
58,10,4,bob-seger-the-silver-bullet-band_turn-the-page
59,9,4,cat-stevens_morning-has-broken
60,8,3,the-rolling-stones_angie
61,6,3,the-police_roxanne
62,8,4,john-lennon_jealous-guy
63,8,4,grateful-dead_ripple
64,9,6,van-morrison_into-the-mystic
65,10,5,eagles_new-kid-in-town
66,9,6,the-who_behind-blue-eyes
67,4,2,rod-stewart_i-dont-want-to-talk-about-it
68,10,5,queen_killer-queen
69,6,4,creedence-clearwater-revival_wholl-stop-the-rain
70,5,3,pink-floyd_breathe
71,10,5,elton-john_crocodile-rock
72,8,5,tom-petty-and-the-heartbreakers_american-girl
73,5,1,simon-garfunkel_scarborough-fair
74,12,7,the-cure_boys-dont-cry
75,7,5,lou-reed_perfect-day
76,9,5,billy-joel_new-york-state-of-mind
77,9,5,david-bowie_ziggy-stardust
78,6,3,kiss_i-was-made-for-lovin-you
79,7,3,the-marshall-tucker-band_cant-you-see
80,1,1,lou-reed_walk-on-the-wild-side
81,6,4,pink-floyd_brain-damage
82,5,2,neil-young_hey-hey-my-my-into-the-black
83,7,3,david-bowie_moonage-daydream
84,6,4,deep-purple_soldier-of-fortune
85,11,5,electric-light-orchestra_mr-blue-sky
86,8,5,pink-floyd_another-brick-in-the-wall-part-2
87,10,5,the-rolling-stones_dead-flowers
88,6,3,the-doors_riders-on-the-storm
89,5,3,the-allman-brothers-band_melissa
90,7,2,eric-carmen_all-by-myself
91,9,4,carly-simon_youre-so-vain
92,3,1,bette-midler_the-rose
93,1,1,grateful-dead_friend-of-the-devil
94,6,3,rey-valera_kahit-maputi-na-ang-buhok-ko
95,9,6,elvis-presley_always-on-my-mind
96,10,5,boston_more-than-a-feeling
97,8,5,america_sister-golden-hair
98,6,4,eagles_best-of-my-love
99,9,6,creedence-clearwater-revival_lookin-out-my-back-door
100,9,3,bob-dylan_tangled-up-in-blue
101,8,6,redbone_come-and-get-your-love
102,9,6,paul-mccartney_maybe-im-amazed
103,7,3,smokie_living-next-door-to-alice
104,6,2,queen_we-will-rock-you
105,8,4,lynyrd-skynyrd_tuesdays-gone
106,9,4,harry-chapin_cats-in-the-cradle
107,7,4,eric-clapton_cocaine
108,8,4,peter-frampton_baby-i-love-your-way
109,8,5,kansas_carry-on-wayward-son
110,7,5,black-sabbath_paranoid
111,6,4,eagles_take-it-to-the-limit
112,9,4,bob-dylan_simple-twist-of-fate
113,6,4,pink-floyd_hey-you
114,4,2,neil-young_after-the-gold-rush
115,5,3,toto_hold-the-line
116,7,5,carole-king_youve-got-a-friend
117,8,4,john-lennon_working-class-hero
118,13,4,uriah-heep_lady-in-black
119,7,5,joan-jett_i-love-rock-n-roll
120,9,5,elvis-presley_burning-love
121,3,2,america_ventura-highway
122,9,5,david-bowie_the-man-who-sold-the-world
123,6,4,david-bowie_rock-n-roll-suicide
124,10,5,van-morrison_moondance
125,9,6,david-bowie_changes
126,9,5,the-velvet-underground_sweet-jane
127,4,2,james-taylor_sweet-baby-james
128,4,2,carole-king_will-you-love-me-tomorrow
129,6,4,simon-garfunkel_cecilia
130,22,3,bob-dylan_hurricane
131,5,3,rod-stewart_sailing
132,8,5,the-doobie-brothers_listen-to-the-music
133,9,5,the-beatles_two-of-us
134,7,3,faces_ooh-la-la
135,6,5,nazareth_love-hurts
136,8,4,grateful-dead_brokedown-palace
137,8,5,queen_good-old-fashioned-lover-boy
138,6,3,elton-john_bennie-and-the-jets
139,2,2,bread_if
140,8,3,steve-miller-band_the-joker
141,8,5,bread_everything-i-own
142,4,2,joe-cocker_you-are-so-beautiful
143,4,2,tim-buckley_song-to-the-siren
144,10,7,simon-garfunkel_the-only-living-boy-in-new-york
145,10,6,queen_fat-bottomed-girls
146,7,6,zz-top_la-grange
147,7,5,chicago_if-you-leave-me-now
148,10,7,bruce-springsteen_born-to-run
149,10,5,pink-floyd_echoes
150,4,3,fleetwood-mac_rhiannon
151,7,3,the-police_message-in-a-bottle
152,5,2,hall-oates_rich-girl
153,7,3,bob-dylan_one-more-cup-of-coffee
154,7,4,the-rolling-stones_sweet-virginia
155,9,5,carole-king_its-too-late
156,10,3,eric-clapton_i-shot-the-sheriff
157,7,5,queen_39
158,8,5,talking-heads_psycho-killer
159,7,4,alice-cooper_poison
160,7,4,jackson-browne_these-days
161,8,4,jim-croce_i-got-a-name
162,2,2,led-zeppelin_going-to-california
163,7,5,acdc_tnt
164,5,2,the-kinks_strangers
165,7,4,rainbow_temple-of-the-king
166,9,5,bonnie-raitt_angel-from-montgomery
167,10,6,bee-gees_more-than-a-woman
168,2,2,crosby-stills-nash-young_helpless
169,7,3,the-rolling-stones_gimme-shelter
170,13,6,peter-frampton_show-me-the-way
171,10,1,bob-dylan_shelter-from-the-storm
172,8,4,carole-king_so-far-away
173,6,4,linda-ronstadt_blue-bayou
174,5,3,elvis-presley_thats-alright-mama
175,14,7,led-zeppelin_kashmir
