0,1,2,3,4,Decade
90s,rock,alternative,pop,alternative rock,1990
rock,love,singalong,mellow,,1990
pop,awesome,,,,1990
trip-hop,chillout,female vocalists,electronic,,1990
grunge,90s,alternative rock,rock,alternative,1990
pop,90s,dancemania,,,1990
grunge,rock,90s,alternative rock,alternative,1990
trip-hop,chillout,electronic,downtempo,,1990
pop,female vocalists,canadian,90s,celine dion,1990
country,female vocalists,dixie chicks,pop,,1990
country,garth brooks,90s,,,1990
grunge,rock,90s,hard rock,alice in chains,1990
shoegaze,dream pop,indie,alternative,,1990
80s,rock,pop,classic rock,progressive rock,1990
pop,90s,soul,seal,,1990
rock,80s,pop,new wave,female vocalists,1990
irish,christmas,spiked eggnog,,,1990
pop,boybands,90s,dance,boy band,1990
grunge,rock,90s,alternative,,1990
grunge,90s,alternative,female vocalists,rock,1990
indie,mellow,beautiful,,,1990
rock,classic rock,folk,singer-songwriter,bruce springsteen,1990
soundtrack,,,,,1990
female vocalists,alternative,alternative rock,rock,90s,1990
soul,,,,,1990
britpop,rock,british,oasis,90s,1990
progressive rock,psychedelic rock,classic rock,rock,pink floyd,1990
pop,folk,90s,female vocalists,acoustic,1990
pop,90s,mariah carey,rnb,female vocalists,1990
acoustic,pop,john mayer,rock,singer-songwriter,1990
country,george strait,classic country,love,,1990
shoegaze,dream pop,90s,dreamy,,1990
singer-songwriter,blues,rock,tom waits,,1990
indie,indie pop,alternative,twee,indie rock,1990
post-punk,rock,alternative,singer-songwriter,alternative rock,1990
country,dance,90s,eurodance,party,1990
praise & worship,,,,,1990
country,alan jackson,singer-songwriter,90s,,1990
country,bluegrass,female vocalists,love,,1990
rock,alternative rock,90s,alternative,goo goo dolls,1990
alternative,alternative rock,rock,british,radiohead,1990
90s,rock,alternative rock,alternative,collective soul,1990
folk rock,folk,pop,rock,irish,1990
canadian,90s,pop,alternative,,1990
reggae,80s,ska,pop,,1990
pop,90s,female vocalists,madonna,,1990
country,george strait,write this down,classic country,,1990
blues,rock,90s,harmonica,,1990
neil young,singer-songwriter,folk rock,acoustic,classic rock,1990
female vocalists,rock,90s,pop,alternative,1990
opm,rock,filipino,alternative rock,,1990
canadian,rock,acoustic,alternative rock,,1990
melancholy,sad,girl interrupted,soundtrack,,1990
praise & worship,christian,,,,1990
opm,pop,pinoy rock,pinoy music,,1990
pop,rock,canadian,singer-songwriter,90s,1990
country,toby keith,male country,contemporary country,,1990
90s,rock,alternative,melancholy,,1990
rock,pop,90s,80s,crowded house,1990
rock,pop,80s,90s,crowded house,1990
grunge,rock,alternative rock,90s,,1990
pop,90s,british,piano,,1990
rap,hip-hop,eminem,hip hop,,2000
rock,alternative rock,3 doors down,alternative,love,2000
rock,alternative rock,3 doors down,alternative,hard rock,2000
acoustic,post-hardcore,amazing,songs i can actually listen to on repeat,love song,2000
pop punk,powerpop,rock,punk,all time low,2000
acoustic,all time low,pop punk,alternative,emo,2000
rock,alternative rock,hard rock,alter bridge,rock ballad,2000
pop,female vocalists,folk,acoustic,scottish,2000
female vocalists,singer-songwriter,pop,indie,alternative,2000
indie rock,indie,british,rock,alternative,2000
indie rock,indie,british,rock,alternative,2000
indie rock,british,indie,rock,alternative,2000
indie rock,indie,british,rock,alternative,2000
indie rock,indie,british,rock,alternative,2000
indie rock,indie,british,rock,arctic monkeys,2000
indie rock,indie,british,rock,alternative,2000
indie rock,indie,british,rock,alternative,2000
rock,alternative rock,alternative,audioslave,hard rock,2000
pop,pop rock,rock,female vocalists,avril lavigne,2000
canadian artist,rock,avril lavigne,scrubs,,2000
rock,pop,pop rock,avril lavigne,female vocalists,2000
pop,rock,makes me cry,rock ballad,songs that remind me of my heartbreaks,2000
indie rock,indie,rock,beautiful,melancholy,2000
punk rock,pop punk,punk,rock,alternative,2000
hard rock,rock,classic rock,,,2000
female vocalists,folk,singer-songwriter,indie,rock,2000
rock,indie rock,indie,alternative rock,,2000
christian rock,christian,worship,contemporary christian,praise you in this storm,2000
christian,casting crowns,worship,contemporary christian,christian rock,2000
rock,soundtrack,james bond,alternative rock,casino royale,2000
rock,alternative,coldplay,alternative rock,britpop,2000
alternative,rock,coldplay,britpop,alternative rock,2000
rock,alternative,britpop,coldplay,british,2000
rock,alternative,alternative rock,britpop,coldplay,2000
rock,alternative,britpop,coldplay,mellow,2000
rock,alternative,coldplay,britpop,british,2000
alternative,rock,britpop,coldplay,piano,2000
alternative,rock,coldplay,alternative rock,,2000
rock,alternative,coldplay,alternative rock,britpop,2000
rock,soundtrack,love,happy,shrek,2000
rock,alternative rock,creed,grunge,alternative,2000
pop,piano,singer-songwriter,bad day,,2000
christian,worship,christian rock,rock,alternative,2000
indie,acoustic,love,indie rock,mellow,2000
folk,indie,indie folk,indie pop,alt-country,2000
german,alternative,,,,2000
rock n roll,classic rock,rock,oldies,rock and roll,2000
electronic,indie,synthpop,pop,,2000
rock,female vocalists,gothic,gothic rock,evanescence,2000
supernatural ost,nostalgia,school,supernatural,,2000
alternative,singer-songwriter,rock,alternative rock,pop,2000
indie,female vocalists,alternative,british,indie pop,2000
indie,female vocalists,alternative,british,indie pop,2000
rock,alternative rock,grunge,foo fighters,alternative,2000
rock,alternative rock,alternative,grunge,foo fighters,2000
power pop,rock,alternative,indie,pop,2000
indie,indie rock,rock,alternative,franz ferdinand,2000
alternative rock,rock,post-grunge,hard rock,alternative,2000
soundtrack,melancholy,sad,acoustic,donnie darko,2000
alternative,electronic,hip-hop,rock,indie,2000
punk rock,rock,alternative rock,punk,green day,2000
punk rock,rock,punk,alternative,green day,2000
rock,punk rock,green day,punk,alternative,2000
punk rock,rock,punk,green day,alternative,2000
punk rock,rock,punk,green day,alternative,2000
punk rock,rock,green day,alternative rock,,2000
rock,punk rock,alternative,green day,punk,2000
worship,christian,hillsong united,christian rock,,2000
worship,christian,hillsong,lead me to the cross,,2000
rock,alternative rock,alternative,hoobastank,pop,2000
female vocalists,love,songs that make me smile,singer-songwriter,indie,2000
pakistani,soft rock,love,,,2000
pop,james blunt,britpop,singer-songwriter,british,2000
acoustic,singer-songwriter,pop,alternative,rock,2000
duet,love,pop,acoustic,summer,2000
rock,indie rock,alternative rock,alternative,indie,2000
rock,alternative rock,alternative,jimmy eat world,emo,2000
acoustic,john mayer,singer-songwriter,mellow,pop,2000
acoustic,,,,,2000
blues,singer-songwriter,john mayer,acoustic,rock,2000
acoustic,singer-songwriter,john mayer,mellow,rock,2000
pop,jonas brothers,sweet,love,disney,2000
indie,rock,britpop,keane,alternative,2000
britpop,indie,alternative,rock,keane,2000
pop,female vocalists,kelly clarkson,pop rock,rock,2000
rock,kid rock,summer,country,,2000
rock,duet,southern rock,country,sheryl crow,2000
rock,indie rock,alternative,indie,,2000
rock,indie rock,alternative,indie,,2000
alternative,rock,alternative rock,lifehouse,love,2000
rock,alternative,nu metal,alternative rock,limp bizkit,2000
nu metal,rock,alternative rock,linkin park,alternative,2000
rock,nu metal,alternative rock,linkin park,alternative,2000
rock,alternative rock,alternative,linkin park,nu metal,2000
rock,nu metal,alternative rock,linkin park,alternative,2000
rock,alternative,nu metal,alternative rock,,2000
pop,maroon 5,rock,pop rock,alternative,2000
pop,maroon 5,rock,pop rock,alternative,2000
pop,rock,pop rock,maroon 5,alternative,2000
rock,alternative,alternative rock,pop rock,pop,2000
british,pop,mcfly,pop rock,sweet,2000
electronic,indie,alternative,dance,electro,2000
christian,worship,contemporary christian,michael w smith,pop,2000
christian,worship,contemporary christian,michael w smith,pop,2000
christian,worship,contemporary christian,michael w smith,pop,2000
pop,britpop,british,happy,mika,2000
indie,indie rock,alternative,rock,modest mouse,2000
indie pop,indie,acoustic,twee,,2000
indie,canadian,indie pop,alternative,,2000
alternative rock,rock,progressive rock,alternative,muse,2000
alternative rock,rock,alternative,british,muse,2000
alternative rock,rock,alternative,muse,indie,2000
rock,alternative,sad,emo,my chemical romance,2000
rock,emo,alternative,my chemical romance,punk,2000
rock,alternative,punk rock,emo,alternative rock,2000
rock,alternative,punk rock,emo,punk,2000
rock,punk rock,alternative,emo,my chemical romance,2000
rock,alternative,punk rock,emo,punk,2000
post-punk,rock,alternative,singer-songwriter,alternative rock,2000
rock,alternative rock,nickelback,hard rock,alternative,2000
rock,nickelback,alternative rock,alternative,hard rock,2000
britpop,rock,british,indie,oasis,2000
acoustic,britpop,rock,sad,british,2000
rock,britpop,british,indie,oasis,2000
britpop,rock,british,indie,alternative,2000
alternative,rock,alternative rock,pop,piano rock,2000
alternative rock,rock,pop,onerepublic,alternative,2000
alternative,rock,indie,pop punk,alternative rock,2000
indie,singer-songwriter,paolo nutini,pop,scottish,2000
rock,twilight,soundtrack,female vocalists,paramore,2000
rock,pop punk,female vocalists,paramore,alternative,2000
acoustic,alternative,paramore,love,female vocalists,2000
opm,rock,filipino,alternative rock,,2000
acoustic,grunge,rock,alternative,pearl jam,2000
indie,pop punk,rock,alternative,acoustic,2000
alternative,beautiful,alternative rock,rock,radiohead,2000
alternative,alternative rock,rock,indie,beautiful,2000
rock,alternative rock,alternative,funk,red hot chili peppers,2000
rock,alternative rock,funk rock,alternative,funk,2000
rock,alternative rock,alternative,red hot chili peppers,funk,2000
rock,alternative rock,funk rock,alternative,funk,2000
rock,alternative rock,alternative,funk,red hot chili peppers,2000
acoustic,rock,anti war,melodic hardcore,,2000
pop,robbie williams,british,britpop,rock,2000
love,emo,pop,love songs,indie,2000
alternative rock,rock,seether,acoustic,alternative,2000
rock,pop punk,simple plan,punk rock,punk,2000
indie,alternative,rock,indie rock,love,2000
alternative,indie,rock,indie rock,snow patrol,2000
alternative rock,rock,post-grunge,grunge,,2000
alternative rock,rock,staind,alternative,,2000
country,alt-country,folk,irish,americana,2000
rock,alternative rock,hard rock,stone sour,metal,2000
folk,indie,beautiful,acoustic,singer-songwriter,2000
rock,pop rock,alternative,finnish,pop,2000
alternative metal,rock,metal,system of a down,alternative,2000
acoustic,indie,,,,2000
country,taylor swift,pop,country pop,female vocalists,2000
country,taylor swift,pop,female vocalists,,2000
country,taylor swift,pop,female vocalists,,2000
pop,country,female vocalists,taylor swift,singer-songwriter,2000
country,pop,taylor swift,love,romantic,2000
country,taylor swift,pop,female vocalists,love,2000
country,taylor swift,female vocalists,country pop,love,2000
country,taylor swift,pop,country pop,love,2000
rock,comedy,funny,acoustic,,2000
rock,comedy rock,comedy,hard rock,alternative rock,2000
rock,alternative rock,the calling,alternative,pop,2000
indie,indie rock,british,rock,alternative,2000
alternative,rock,piano rock,alternative rock,indie,2000
alternative,rock,alternative rock,piano rock,the fray,2000
alternative,rock,piano rock,alternative rock,indie,2000
alternative,alternative rock,piano rock,rock,love,2000
indie,new wave,glam rock,,,2000
indie rock,indie,rock,the killers,pop,2000
indie rock,indie,rock,alternative,alternative rock,2000
rock,indie rock,indie,alternative,alternative rock,2000
rock,indie rock,indie,alternative,the killers,2000
rock,indie rock,indie,alternative,alternative rock,2000
indie,indie rock,british,britpop,alternative,2000
indie,indie rock,british,acoustic,rock,2000
indie,indie rock,british,alternative,rock,2000
indie,acoustic,soundtrack,juno,love,2000
friends,soundtrack,foxey radio,,,2000
rock,pop,alternative,indie,the script,2000
pop rock,rock,pop,irish,acoustic,2000
indie,mellow,indie rock,garden state,soundtrack,2000
indie rock,rock,indie,alternative,alternative rock,2000
indie rock,indie,rock,alternative,alternative rock,2000
rock,alternative rock,alternative,indie rock,indie,2000
rock,alternative rock,alternative,indie rock,indie,2000
rock,alternative rock,alternative,indie,garage rock,2000
pop,happy,indie,britpop,british,2000
rock,alternative,alternative rock,pop,train,2000
rock,pop,indie,,,2000
britpop,indie,rock,alternative,british,2000
long title,,,,,2000
pop,female vocalists,piano,singer-songwriter,vanessa carlton,2000
rock,alternative,alternative rock,indie,weezer,2000
rock,alternative,alternative rock,90s,pop,2000
pop,indie pop,calminhas,,,2000
country,my favorite,,,,2000
soul,female vocalists,piano,british,adele,2000
country,acoustic,cover,sad,folk,2000
soul,jazz,female vocalists,british,amy winehouse,2000
soul,female vocalists,jazz,amy winehouse,british,2000
8 of 10 stars,,,,,2000
soul,funk,hip-hop,pop,,2000
soul,female vocalists,rnb,chillout,,2000
pop,dance,britney spears,female vocalists,sexy,2000
metal,nu metal,slipknot,beautiful,romantic,2000
indie,acoustic,love,singer-songwriter,,2000
pop,singer-songwriter,acoustic,indie,rock,2000
rock,christian holiday,worship,christmas,,2000
acoustic,jack johnson,singer-songwriter,mellow,chill,2000
christmas,country christmas,,,,2000
folk,indie,acoustic,singer-songwriter,beautiful,2000
blues,singer-songwriter,acoustic,mellow,rock,2000
soundtrack,acoustic,singer-songwriter,rock,into the wild,2000
folk,indie,british,acoustic,indie folk,2000
pop,alternative,piano,indie,indie folk,2000
soul,female vocalists,pop,british,singer-songwriter,2000
pop,rnb,rihanna,female vocalists,dance,2000
soul,jazz,female vocalists,british,amy winehouse,2000
soul,female vocalists,jazz,pop,chillout,2000
worship,christian,how great is our god,praise and worship,contemporary christian,2000
pop,easy listening,josh groban,classical pop,love,2000
singer-songwriter,acoustic,pop,beautiful,scottish,2000
beautiful,chillout,downtempo,piano,jazz,2000
acoustic,jack johnson,chill,singer-songwriter,mellow,2000
,,,,,2000
james blunt,pop,love,sad,singer-songwriter,2000
country,taylor swift,pop,female vocalists,,2000
mellow,soundtrack,folk,love,indie,2000
pop,country,miley cyrus,female vocalists,disney,2000
hip-hop,funk,rap,soul,hip hop,2000
country,josh turner,awesome low voice,love,,2000
country,folk,johnny cash,singer-songwriter,,2000
pop,latin,love,romantic,male vocalists,2000
jazzysxmas,christmas,,,,2000
christmas,christian rock,,,,2000
pop,dance,lady gaga,female vocalists,,2000
rap,hip-hop,eminem,soundtrack,,2000
reggae,hip-hop,,,,2000
soul,jazz,female vocalists,amy winehouse,british,2000
acoustic,singer-songwriter,jack johnson,chill,,2000
country,rascal flatts,love,bless the broken road,,2000
pop,singer-songwriter,james morrison,rock,male vocalists,2000
indie,acoustic,folk,singer-songwriter,sad,2000
pop,dance,lady gaga,female vocalists,,2000
acoustic,indie,soundtrack,singer-songwriter,love,2000
bluegrass,country,folk,alt-country,americana,2000
folk,singer-songwriter,classic rock,folk rock,rock,2000
christmas,ironman christmas,,,,2000
funk,hip-hop,rnb,funky,madcon,2000
female vocalists,pop,acoustic,love,singer-songwriter,2000
folk,alt-country,acoustic,indie,,2000
folk,indie,moral orel,singer-songwriter,,2000
soul,rnb,female vocalists,pop,alicia keys,2000
country,female vocalists,taylor swift,pop,,2000
christian,worship,praise,pop,,2000
female vocalists,pop,british,alexandra burke,hallelujah,2000
soundtrack,rock,singer-songwriter,grunge,acoustic,2000
folk,indie,mellow,winter,beautiful,2000
soul,rnb,alicia keys,female vocalists,pop,2000
classical,andrea bocelli,romantic,mellow,,2000
country,the cowboy in me,,,,2000
country,sad,,,,2000
folk,indie,singer-songwriter,acoustic,indie folk,2000
acoustic,singer-songwriter,chill,alternative,,2000
folk,acoustic,indie,,,2000
soul,female vocalists,pop,piano,british,2000
soul,jazz,female vocalists,amy winehouse,british,2000
folk,americana,singer-songwriter,contemporary folk,country folk,2000
rock,gothic rock,evanescence,female vocalists,gothic,2000
folk,indie,british,acoustic,indie folk,2000
acoustic,singer-songwriter,indie,sad,beautiful,2000
rock,alternative rock,hard rock,metalcore,country,2000
j-pop,japanese,city pop,female vocalists,pop,2000
christmas,alternative,xmas,,,2000
bluegrass,country,alt-country,,,2000
folk,acoustic,mellow,singer-songwriter,,2000
folk,acoustic,singer-songwriter,indie,beautiful,2000
jazz,female vocalists,norah jones,mellow,,2000
personal,depression,i wish i could make a video for this,i can imagine that song in a movie,i want to be independent listening to,2000
pop,female vocalists,dido,chillout,british,2000
eurovision,eurovision 2009,pop,folk,norwegian,2000
christmas,country,cover,,,2000
country,cover,acoustic,folk,,2000
jazz,blues,jazzy,lovely,,2000
mellow,love,female vocalists,romantic,opm,2000
pop,female vocalists,ballad,christina aguilera,sad,2000
country,soundtrack,rock,driving,,2000
soul,rnb,female vocalists,pop,singer-songwriter,2000
folk,acoustic,singer-songwriter,,,2000
jazz,female vocalists,blues,norah jones,mellow,2000
rock,alternative rock,alternative,emo,my chemical romance,2000
country,modern country,zac brown band,pop,,2000
worship,christian,matt redman,praise and worship,,2000
pop,rnb,justin timberlake,dance,male vocalists,2000
country,gospel,alan jackson,dolly parton,byran white,2000
acoustic,cover,pop,milow,alternative,2000
christmas,,,,,2000
country,female vocalists,cover,bluegrass,,2000
john mayer,singer-songwriter,acoustic,rock,pop,2000
country,jamey johnson,,,,2000
country,taylor swift,female vocalists,pop,country pop,2000
country,female vocalists,carrie underwood,pop,,2000
folk,indie,singer-songwriter,indie folk,beautiful,2000
alternative metal,metal,rock,system of a down,alternative,2000
christmas,carols,christmas music,home for christmas,,2000
country,love,alan jackson,,,2000
pop,westlife,boybands,irish,,2000
soul,jazz,female vocalists,amy winehouse,british,2000
christmas,rock,alternative,,,2000
pop,female vocalists,christina aguilera,ballad,beautiful,2000
rock,alternative rock,alternative,red hot chili peppers,funk,2000
female vocalists,piano,singer-songwriter,beautiful,acoustic,2000
christian,worship,contemporary christian,christian rock,praise and worship,2000
folk,acoustic,indie,alternative,,2000
soul,rnb,john legend,piano,love,2000
piano,soundtrack,cover,beautiful,sad,2000
country,alan jackson,,,,2000
deutsch,german,pop,deutschrock,rock,2000
pop,dance,,,,2000
alternative rock,rock,alternative,30 seconds to mars,indie,2000
electronic,indie,alternative,funky,dance,2000
soundtrack,female vocalists,piano,beautiful,narnia,2000
german,rock,deutsch,deutschrock,alternative,2000
tamia,rnb,female vocalists,slow jams,quiet storm,2000
indie,love,female vocalists,acoustic,cover,2000
praise & worship,worship,,,,2000
hip-hop,pop,rnb,rap,dance,2000
christmas,country,,,,2000
alt-country,americana,singer-songwriter,country,,2000
pop,p!nk,pop rock,female vocalists,rock,2000
country,christian,randy travis,classic country,,2000
indie,,,,,2000
christian,worship,praise,,,2000
pop,female vocalists,piano,sara bareilles,love song,2000
rock,pop punk,alternative,punk,alternative rock,2000
955 wkqi,pop,dance,electropop,,2000
,,,,,2000
pop,rnb,rihanna,female vocalists,ballad,2000
rnb,pop,female vocalists,soul,hip-hop,2000
country,true detective,soundtrack,alt-country,americana,2000
progressive rock,rock,beautiful,progressive,,2000
metal,thrash,gothic,modern metal,amazing,2000
indie rock,rock,indie,alternative,alternative rock,2000
rock,alternative rock,shinedown,hard rock,,2000
worship,contemporary christian,kari jobe,christian,,2000
christian,worship,contemporary christian,christian rock,praise and worship,2000
worship,christian,hillsong united,praise,,2000
acoustic,love,beautiful,mellow,,2000
hip-hop,pop,rnb,rap,dance,2000
alternative rock,rock,epic,alternative,muse,2000
singer-songwriter,folk,pop,rock,acoustic,2000
poptron,,,,,2000
alternative rock,rock,alternative,hard rock,three days grace,2000
soul,jazz,female vocalists,amy winehouse,british,2000
rock,alternative,alternative rock,coldplay,britpop,2000
rock,indie,britpop,indie rock,alternative,2000
indie pop,canadian,sweet,rock,,2000
country,folk,johnny cash,singer-songwriter,,2000
indie,indie pop,alternative,twee,indie rock,2000
indie rock,rock,alternative,indie,the strokes,2000
rock,heavy metal,classic rock,hard rock,metal,2000
country,miley cyrus,billy ray cyrus,,,2000
country,cover,folk,johnny cash,,2000
rock,alternative rock,hinder,alternative,,2000
opm,pinoy pop rock,,,,2000
country,cover,johnny cash,folk,covers,2000
acoustic,folk,easy listening,mellow,singer-songwriter,2000
rock,alternative rock,cover,alternative,muse,2000
folk,indie,acoustic,singer-songwriter,mellow,2000
pop,latin,female vocalists,spanish,shakira,2000
70s,rock,classic rock,john lennon,british,2000
acoustic,soundtrack,singer-songwriter,rock,into the wild,2000
pop,female vocalists,indie,singer-songwriter,rock,2000
piano,instrumental,classical,beautiful,,2000
rock,alternative rock,nickelback,alternative,love,2000
rnb,soul,ne-yo,pop,hip-hop,2000
punk rock,melodic hardcore,punk,hardcore,rock,2000
alternative,alternative rock,radiohead,rock,british,2000
acoustic,singer-songwriter,indie,folk,mellow,2000
opm rock,,,,,2000
cover,abba cover,geen genre,,,2000
grunge,rock,alternative rock,alternative,,2000
country,female vocalists,bluegrass,folk,dixie chicks,2000
piano,female vocalists,beautiful,indie,singer-songwriter,2000
rock,pop,holiday,christmas,christmas songs,2000
christian,contemporary christian,progressive metal,post-rock,psytrance,2000
indie rock,indie,british,rock,arctic monkeys,2000
alternative,rock,indie,pop punk,alternative rock,2000
electronic,chillout,poptron,electronica,daft punk,2000
alternative metal,metal,rock,system of a down,alternative,2000
indie,folk,singer-songwriter,melancholic,beautiful,2000
pop,female vocalists,fergie,eletronica,,2000
acoustic,singer-songwriter,alternative,john frusciante,rock,2000
folk,indie,acoustic,uplifting,,2000
alternative,beautiful,alternative rock,rock,,2000
piano,love,singer-songwriter,indie,ben folds,2000
grunge,rock,alternative,alternative rock,90s,2000
rock,alternative rock,linkin park,alternative,nu metal,2000
female vocalists,chillout,beautiful,sad,indie,2000
rnb,chris brown,hip-hop,love,pop,2000
christian rock,christmas,,,,2000
alternative,rock,emo,beautiful,love,2000
alternative rock,rock,acoustic,grunge,alternative,2000
alternative,electronic,alternative rock,radiohead,rock,2000
pop,pop rock,rock,alternative,maroon 5,2000
nu metal,alternative,metal,alternative rock,alternative metal,2000
soul,pop,duffy,british,female vocalist,2000
punk rock,rock,punk,alternative,pop punk,2000
folk,indie,indie folk,alternative,beautiful,2000
demi lovato,pop,pop rock,this is me,camp rock,2000
rock,alternative,alternative rock,britpop,coldplay,2000
pop,dance,,,,2000
pop,female vocalists,natasha bedingfield,british,,2000
indie,alternative,indie rock,2009,eels-2009-hombre lobo,2000
rnb,mario,love,soul,,2000
comedy,beautiful,australian,live,humour,2000
folk,norwegian,norsk,country,,2000
rock,mark knopfler,singer-songwriter,guitar,blues,2000
comedy rock,rock,classic rock,,,2000
alternative metal,metal,rock,nu metal,alternative,2000
punk rock,rock,punk,green day,alternative,2000
rock,soft rock,alternative rock,pop,reamonn,2000
indie,melancholic,sad,britpop,british,2000
female vocalists,electronic,indie,chillout,lush,2000
alternative rock,rock,hard rock,grunge,alternative,2000
rock,alternative rock,nickelback,alternative,,2000
country,long black train - i love this song,josh turner,,,2000
country,taylor swift,female vocalists,love,,2000
christmas,,,,,2000
country,travis tritt,male country,american,,2000
indie,indie pop,swedish,alternative,pop,2000
ron pope,romantic,piano,acoustic,love,2000
pop,boybands,90s,dance,boy band,2000
,,,,,2000
,,,,,2000
country,taylor swift,catchy,pop,,2000
alternative rock,rock,pop punk,paramore,pop rock,2000
alternative,electronic,beautiful,radiohead,british,2000
reggae,chill,alternative,mellow,ska,2000
alternative,alternative rock,rock,indie,radiohead,2000
indie rock,indie,rock,garage rock,alternative rock,2000
sexy,funny,canadian,indie,,2000
rock,alternative rock,alternative,foo fighters,grunge,2000
country,female vocalists,miranda lambert,,,2000
britpop,rock,british,alternative,oasis,2000
country,folk,singer-songwriter,classic rock,johnny cash,2000
rock,alternative,alternative rock,britpop,coldplay,2000
country,alt-country,going to sleep after a busy day,after midnight,,2000
acoustic,singer-songwriter,sad,beautiful,indie,2000
rock,alternative,britpop,coldplay,alternative rock,2000
latin,spanish,pop,juanes,latino,2000
folk,female vocalists,alt-country,country,singer-songwriter,2000
alt-country,folk,singer-songwriter,americana,country,2000
folk,singer-songwriter,political,acoustic,,2000
country,randy travis,classic country,,,2000
folk,indie,indie folk,alternative,beirut,2000
hip-hop,rap,hip hop,dirty south,atlanta,2000
rock,punk rock,alternative rock,alternative,emo,2000
indie,folk,love at first listen,mellow,male vocalists,2000
christmas,christmas songs,,,,2010
rock,alternative rock,singer-songwriter,country,hard rock,2010
indie,electronic,alternative,british,indie pop,2010
indie,electronic,alternative,british,indie pop,2010
german,indie,wm,loved,pop,2010
indie rock,rock,alternative,arctic monkeys,,2010
indie rock,indie,british,rock,alternative,2010
indie rock,alternative,indie,british,,2010
indie rock,indie,british,alternative,rock,2010
indie pop,indie,indie rock,despondency,tiktok,2010
worship,christian,top 10 of 2018,,,2010
indie rock,folk rock,irresistible,meyers,,2010
indie,2017 single,geographical specificity,,,2010
cover,female vocalists,british,piano,,2010
folk,indie folk,indie,singer-songwriter,,2010
awesome,americana,american,colbert,,2010
alternative rock,2014,post-hardcore,rock,,2010
alternative rock,rock,indie rock,indie,,2010
rock,alternative rock,indie rock,indie,,2010
love at first listen,rock,,,,2010
indie,indie pop,,,,2010
indie,indie pop,lo-fi,,,2010
indie,bedroom pop,indie pop,lo-fi,british,2010
indie,bedroom pop,indie pop,lo-fi,british,2010
indie,pop,chill,,,2010
electronic,alternative,trip-hop,chillout,,2010
acoustic,grunge,unplugged,chris cornell,,2010
dream pop,shoegaze,slowcore,lo-fi,,2010
bedroom pop,indie,synthpop,lo-fi,,2010
indie,indie pop,indie rock,jazz,alternative,2010
ballad,sad,pop,pop soul,,2010
punk rock,punk,german,deutsch,,2010
alternative,acoustic,,,,2010
indie,folk,2013,,,2010
rock,alternative rock,foo fighters,dave grohl,,2010
,,,,,2010
indie pop,singer-songwriter,norwegian,scandinavian,,2010
indie pop,singer-songwriter,dream pop,lo-fi,bedroom pop,2010
guitar,acoustic,punk rock,sad,green day,2010
hard rock,rock,blues rock,led zeppelin,,2010
indie,indie rock,indie pop,alternative,,2010
5 stars,,,,,2010
pop,rock,alternative,indie pop,alternative rock,2010
rock,love,alternative,alternative rock,,2010
rock,guitar,pop,sexy,,2010
rock,pop,pop rock,alternative,british,2010
pop,rock,alternative,indie pop,alternative rock,2010
rock,louis tomlinson,,,,2010
christian,worship,christian rock,praise,rock,2010
blues,indie rock,sophisticated,indie,motive,2010
rock,alternative,imagine dragons,alternative rock,,2010
indie,indie rock,alternative,rock,indie pop,2010
kick,rock,indie rock,indie,,2010
rock,alternative,indie rock,alternative rock,pop,2010
indie,rock,power pop,indietronica,dream pop,2010
indie,soundtrack,british,after,2018,2010
singer-songwriter,rock,james blunt,alternative,male vocalists,2010
philippines,indie,pop,alternative,,2010
indie,sad,beautiful,heartbreakingly beautiful,,2010
indie,love,irish,emotions,brother,2010
electronic,house,chillout,downtempo,tropical house,2010
folk,country,pop,masterpiece,joanne,2010
,,,,,2010
rock,alternative rock,electronic rock,alternative,linkin park,2010
rock,alternative rock,alternative,acoustic,linkin park,2010
indie pop,indie,indie rock,british,twee,2010
pop,british,,,,2010
indie rock,rock,,,,2010
synthpop,lo-fi,indie,jizz jazz,,2010
indie,canadian,indie rock,canada,lo-fi,2010
2017,indie rock,indie,alternative,rock,2010
dream pop,indie,indie pop,slow,,2010
christian,worship,contemporary christian,michael w smith,pop,2010
indie,emotional,pain,can't play without crying,waa cry like baby,2010
indie,indie pop,indie rock,2018,,2010
2016,indie rock,noise pop,bagel,power pop,2010
2015 gif,2015 single,natalia lafourcade gif,,,2010
pop punk,punk,sad music,generic pop punk,good left undone,2010
pop,piano,ballad,,,2010
rock,britpop,british,singer-songwriter,alternative rock,2010
alternative rock,rock,indie rock,indie,alternative,2010
love at first listen,pop,2015,best of 2015,british,2010
perfect,love at first listen,,,,2010
pop rock,rock,pop,love at first listen,kick,2010
pop,rock,folk,alternative,pop rock,2010
indonesian,indie,pop,singer-songwriter,,2010
alternative,rock,indie,pop punk,alternative rock,2010
rock,pop punk,alternative,female vocalists,paramore,2010
surf rock,,,,,2010
math rock,indie,indie rock,canadian,,2010
folk,rock,american idol,country,soul,2010
indie,indie rock,j-rock,asian,thai,2010
punk,queercore,queer,seattle,,2010
indie,pop punk,rock,alternative,acoustic,2010
indie,folk,campfire,,,2010
folk,fav worship albums,christian,worship,,2010
indie,psychedelic,indie pop,soul,,2010
indie,indie pop,indie rock,american,,2010
awesome,the vampire diaries,,,,2010
british,duo,d,2015 single,hinooooo,2010
a certain track,salon,augschitt,give booze a chance,ruperts greatest hits,2010
rock,acoustic,hard rock,cover,alternative,2010
