song_name,total_chords,chords_in_key_sig,chords_not_in_key_sig,num_unique_chords,most_frequent_chords,tonic,tonic_frequency
john-mayer_stop-this-train,56,46,10,8,V,D,6
jonas-brothers_lovebug,53,52,1,4,IV,E,14
keane_everybodys-changing,69,62,7,7,V,C,11
keane_somewhere-only-we-know,71,71,0,6,V,A,13
kelly-clarkson_since-u-been-gone,75,63,12,6,I,G,22
kid-rock_all-summer-long,109,109,0,3,IV,G,33
kid-rock_picture,54,54,0,4,"IV,I",G,18
kings-of-leon_sex-on-fire,37,37,0,3,vi,E,14
kings-of-leon_use-somebody,62,62,0,4,IV,C,18
lifehouse_you-and-me,98,90,8,7,"V,vi",G,23
limp-bizkit_behind-blue-eyes,73,53,20,7,V,G,12
linkin-park_crawling,40,40,0,4,IV,E,10
linkin-park_in-the-end,61,61,0,4,V,F#,6
linkin-park_leave-out-all-the-rest,40,40,0,4,IV,C,11
linkin-park_numb,69,68,1,6,"IV,I",A,19
linkin-park_what-ive-done,70,70,0,5,V,A#,18
maroon-5_she-will-be-loved,83,83,0,4,V,D#,9
maroon-5_sunday-morning,76,76,0,3,V,C,23
maroon-5_this-love,99,91,8,6,ii,Eb,15
matchbox-twenty_unwell,66,66,0,5,IV,A,12
mcfly_all-about-you,67,57,10,8,V,C#,14
mgmt_kids,96,95,1,6,"IV,I",A,26
michael-w-smith_above-all,104,102,2,6,V,A#,27
michael-w-smith_awesome-god,48,48,0,5,V,G,10
michael-w-smith_draw-me-close,27,27,0,5,V,A#,5
mika_grace-kelly,115,81,34,9,V,C,22
modest-mouse_float-on,57,57,0,3,iii,F#,10
mother-mother_burning-pile,56,41,15,10,IV,F,10
muse_hysteria,49,41,8,5,ii,C,5
muse_starlight,96,80,16,7,vi,B,16
muse_time-is-running-out,94,72,22,7,vi,C,5
my-chemical-romance_helena,63,63,0,5,V,E,11
my-chemical-romance_i-dont-love-you,57,53,4,5,V,C,8
my-chemical-romance_im-not-okay-i-promise,14,14,0,3,"i,iv",Bm,6
my-chemical-romance_teenagers,41,41,0,3,I,E,18
my-chemical-romance_welcome-to-the-black-parade,139,93,46,10,I,D,43
nick-cave-the-bad-seeds_o-children,88,88,0,5,I,G,27
nickelback_how-you-remind-me,120,120,0,4,IV,A#,32
nickelback_rockstar,75,51,24,5,I,C,21
oasis_little-by-little,104,83,21,5,vi,G,24
oasis_songbird,14,14,0,2,"I,vi",G,7
oasis_stop-crying-your-heart-out,48,42,6,6,IV,D,7
onerepublic_apologize,65,65,0,4,IV,D#,20
onerepublic_secrets,39,39,0,4,"iii,vi",D,5
panic-at-the-disco_i-write-sins-not-tragedies,44,44,0,4,"iv,VI",Am,9
paolo-nutini_last-request,72,68,4,7,vi,F,8
paramore_decode,84,83,1,7,vi,C#,4
paramore_misery-business,135,135,0,4,V,G#,14
paramore_the-only-exception,41,38,3,6,V,E,2
parokya-ni-edgar_your-song,61,61,0,4,V,B,10
pearl-jam_just-breathe,38,38,0,5,V,C,11
plain-white-ts_hey-there-delilah,86,86,0,5,vi,D,24
radiohead_how-to-disappear-completely,17,17,0,4,vi,A,2
radiohead_nude,48,38,10,9,IV,E,8
red-hot-chili-peppers_by-the-way,73,73,0,5,vi,F,10
red-hot-chili-peppers_cant-stop,88,88,0,5,"V,iii",G,6
red-hot-chili-peppers_dani-california,161,99,62,8,I,G,42
red-hot-chili-peppers_snow-hey-oh,156,156,0,5,I,B,46
red-hot-chili-peppers_the-zephyr-song,66,49,17,6,I,G,23
rise-against_hero-of-war,50,50,0,5,IV,E,18
robbie-williams_feel,64,56,8,7,I,F,22
secondhand-serenade_fall-for-you,57,57,0,4,IV,C,15
seether_broken,87,87,0,3,VI,Em,35
simple-plan_welcome-to-my-life,80,80,0,5,IV,C#,16
snow-patrol_chasing-cars,36,36,0,3,"V,IV",A,8
snow-patrol_run,40,40,0,4,"V,vi",C,3
staind_its-been-awhile,123,123,0,4,ii,G,29
staind_outside,65,62,3,5,I,C#,20
steve-earle_the-galway-girl,62,62,0,4,"I,IV",D,26
stone-sour_through-glass,74,74,0,3,VII,D#m,22
sunrise-avenue_fairytale-gone-bad,60,56,4,5,V,C#,16
system-of-a-down_lonely-day,66,53,13,5,IV,C,18
tally-hall_hidden-in-the-sand,30,17,13,4,I,G#,13
taylor-swift_breathe,106,106,0,4,V,C#,32
taylor-swift_fearless,82,56,26,5,II,A#,18
taylor-swift_fifteen,98,98,0,4,IV,G,16
taylor-swift_forever-and-always,101,101,0,4,"V,IV",A#,27
taylor-swift_love-story,61,42,19,7,I,A,18
taylor-swift_the-way-i-loved-you,76,71,5,5,V,F,13
taylor-swift_white-horse,71,71,0,4,IV,C,9
taylor-swift_you-belong-with-me,61,61,0,4,I,F#,24
tenacious-d_kickapoo,54,32,22,9,"IV,III",F,2
the-calling_wherever-you-will-go,96,96,0,5,I,D,26
the-fratellis_whistle-for-the-choir,74,61,13,8,ii,E,10
the-fray_how-to-save-a-life,130,130,0,5,V,A#,30
the-fray_look-after-you,108,106,2,6,I,A,30
the-fray_over-my-head-cable-car,135,135,0,5,I,G#,45
the-fray_you-found-me,92,92,0,4,IV,B,15
the-killers_all-these-things-that-ive-done,30,30,0,5,IV,F#,11
the-killers_human,112,112,0,6,IV,A#,21
the-killers_mr-brightside,83,83,0,4,I,C#,26
the-killers_read-my-mind,113,111,2,5,V,C#,23
the-killers_somebody-told-me,48,44,4,5,VI,A#m,11
the-killers_when-you-were-young,103,101,2,7,vi,B,24
the-kooks_naive,90,90,0,4,IV,B,23
the-kooks_seaside,30,27,3,5,IV,F#,7
the-kooks_she-moves-in-her-own-way,100,100,0,6,IV,G,11
the-moldy-peaches_anyone-else-but-you,1,1,0,1,I,G,1
the-rembrandts_ill-be-there-for-you,72,63,9,7,V,A,15
the-script_breakeven,146,146,0,5,V,A#,42
the-script_the-man-who-cant-be-moved,77,77,0,5,"V,ii",A#,11
the-shins_new-slang,121,121,0,4,I,C,48
the-strokes_last-nite,43,43,0,5,V,C,4
the-strokes_someday,65,65,0,5,I,A,22
the-white-stripes_fell-in-love-with-a-girl,58,46,12,5,I,A,23
the-white-stripes_seven-nation-army,101,75,26,5,I,G,28
the-white-stripes_were-going-to-be-friends,48,47,1,4,"I,IV",G,18
toploader_dancing-in-the-moonlight,82,82,0,4,V,D#,18
train_drops-of-jupiter,55,30,25,6,II,F,14
train_hey-soul-sister,100,100,0,4,V,E,21
travis_sing,52,52,0,4,ii,A,12
u2_stuck-in-a-moment-you-cant-get-out-of,115,111,4,8,I,E,44
vanessa-carlton_a-thousand-miles,98,98,0,3,IV,D,29
weezer_island-in-the-sun,150,150,0,5,"ii,V",G,36
wheatus_teenage-dirtbag,165,165,0,5,IV,E,44
wilco_jesus-etc,101,99,2,7,I,F,38
zac-brown-band_toes,97,97,0,3,I,B,37
adele_make-you-feel-my-love,51,29,22,7,V,D#,10
johnny-cash_hurt,86,68,18,5,"I,vi",C,23
amy-winehouse_back-to-black,41,32,9,5,"vi,I",Bb,12
amy-winehouse_valerie,40,40,0,5,I,D#,12
gnarls-barkley_crazy,30,16,14,4,VII,G#,10
alicia-keys_if-i-aint-got-you,54,20,34,4,v,D,2
britney-spears_toxic,77,62,15,6,iii,G#,11
bright-eyes_first-day-of-my-life,78,58,20,8,vi,E,14
james-blunt_youre-beautiful,67,67,0,4,V,D#,15
casting-crowns_o-come-all-ye-faithful,74,68,6,5,I,D,32
jack-johnson_banana-pancakes,67,67,0,6,ii,G,17
taylor-swift_santa-baby,79,77,2,5,ii,F,16
bon-iver_skinny-love,58,53,5,5,I,C,30
john-mayer_slow-dancing-in-a-burning-room,74,74,0,5,IV,E,16
eddie-vedder_society,67,67,0,4,V,D,16
mumford-sons_little-lion-man,60,60,0,4,I,F,22
regina-spektor_two-birds,86,73,13,8,"IV,V",C,11
adele_chasing-pavements,81,81,0,5,iii,D#,10
rihanna_umbrella,58,48,10,6,vi,C#,13
amy-winehouse_you-know-im-no-good,50,30,20,6,VII,F,3
corinne-bailey-rae_put-your-records-on,52,38,14,6,V,D,12
chris-tomlin_how-great-is-our-god,41,41,0,4,vi,A,8
josh-groban_you-raise-me-up,100,38,62,13,II,G#,12
paolo-nutini_candy,58,58,0,5,I,G,17
the-cinematic-orchestra_to-build-a-home,86,86,0,5,I,A,28
jack-johnson_better-together,127,127,0,5,I,F,36
chris-tomlin_joy-to-the-world-unspeakable-joy,60,39,21,9,I,A,18
james-blunt_goodbye-my-lover,69,69,0,5,vi,E,13
taylor-swift_teardrops-on-my-guitar,55,55,0,4,IV,A#,11
glen-hansard_falling-slowly,59,59,0,4,IV,C,13
miley-cyrus_the-climb,55,55,0,6,IV,E,9
outkast_hey-ya,94,72,22,4,"IV,V",G,22
josh-turner_your-man,34,34,0,5,I,F#,15
johnny-cash_wayfaring-stranger,36,22,14,5,III,C,2
enrique-iglesias_hero,75,75,0,4,V,G,21
casting-crowns_i-heard-the-bells-on-christmas-day,67,60,7,5,IV,A#,18
lady-gaga_bad-romance,140,131,9,6,vi,C,35
eminem_lose-yourself,113,113,0,3,VI,Dm,35
matisyahu_one-day,100,100,0,4,V,C,20
amy-winehouse_love-is-a-losing-game,15,12,3,3,ii,C,3
jack-johnson_upside-down,86,86,0,5,ii,E,28
rascal-flatts_bless-the-broken-road,114,114,0,4,V,C,31
james-morrison_broken-strings,91,91,0,6,vi,C,20
bright-eyes_lua,80,78,2,6,IV,D,16
lady-gaga_paparazzi,51,51,0,5,I,G#,13
damien-rice_the-blowers-daughter,42,37,5,8,IV,E,8
old-crow-medicine-show_wagon-wheel,102,102,0,4,V,A,25
bob-dylan_ill-be-home-for-christmas,59,44,15,10,ii,G,11
the-brian-setzer-orchestra_o-holy-night,93,90,3,7,I,G,39
madcon_beggin,41,33,8,4,vi,F,12
colbie-caillat_bubbly,64,64,0,5,"V,IV",A,20
red-mountain-church_come-thou-long-expected-jesus,123,123,0,5,I,D,41
the-mountain-goats_no-children,75,67,8,6,V,C#,18
alicia-keys_fallin,79,79,0,2,i,Bm,40
taylor-swift_our-song,106,106,0,4,ii,D,22
hillsong-worship_still,67,64,3,6,V,C,11
alexandra-burke_hallelujah,71,55,16,9,I,C,17
eddie-vedder_hard-sun,36,36,0,4,I,G#,13
fleet-foxes_white-winter-hymnal,17,17,0,4,IV,E,3
alicia-keys_no-one,72,72,0,6,IV,E,14
brad-paisley_whiskey-lullaby,60,60,0,4,vi,D,12
bon-iver_re-stacks,98,98,0,4,IV,A,23
jack-johnson_sitting-waiting-wishing,129,98,31,5,vi,C,14
gregory-alan-isakov_big-black-car,134,100,34,6,I,A#,36
adele_hometown-glory,66,66,0,4,"I,iii",C#,19
amy-winehouse_rehab,39,30,9,6,IV,C,6
john-prine_clay-pigeons,80,80,0,3,I,A#,36
evanescence_bring-me-to-life,64,64,0,6,vi,G,11
mumford-sons_the-cave,134,134,0,4,I,E,60
damien-rice_9-crimes,82,82,0,4,IV,C,23
avenged-sevenfold_dear-god,109,105,4,7,V,F,22
the-steeldrivers_if-it-hadnt-been-for-love,50,46,4,6,"IV,vi",C,10
ray-lamontagne_jolene,133,133,0,5,I,G,56
bon-iver_flume,33,33,0,5,vi,C,6
norah-jones_sunrise,63,59,4,7,I,D#,17
miley-cyrus_when-i-look-at-you,75,75,0,4,V,F#,19
alexander-rybak_fairytale,72,71,1,6,VI,Dm,13
taylor-swift_last-christmas,32,32,0,4,"vi,ii",F,4
johnny-cash_personal-jesus,51,45,6,5,v,Am,10
norah-jones_dont-know-why,76,72,4,6,I,F,21
moonstar88_torete,58,58,0,4,"iii,vi",D,12
christina-aguilera_hurt,44,28,16,7,V,Em,7
rascal-flatts_life-is-a-highway,164,164,0,5,IV,F,40
alicia-keys_empire-state-of-mind-part-ii-broken-down,16,16,0,4,I,F#,7
gregory-alan-isakov_the-stable-song,56,56,0,4,I,D,26
norah-jones_come-away-with-me,61,61,0,5,I,C,23
my-chemical-romance_disenchanted,44,42,2,6,"vi,V",D,9
zac-brown-band_chicken-fried,78,78,0,3,I,F#,39
matt-redman_blessed-be-your-name,84,84,0,4,V,B,16
justin-timberlake_cry-me-a-river,132,98,34,4,I,D,36
alan-jackson_the-old-rugged-cross,40,40,0,4,I,G,17
milow_ayo-technology,86,86,0,3,i,Bm,40
dixie-chicks_landslide,117,117,0,5,I,D,51
john-mayer_waiting-on-the-world-to-change,96,90,6,6,vi,D,21
jamey-johnson_in-color,49,47,2,5,I,D#,21
taylor-swift_the-best-day,114,114,0,4,V,C#,22
carrie-underwood_before-he-cheats,86,83,3,5,IV,A,9
bon-iver_for-emma,13,13,0,3,I,C,8
system-of-a-down_toxicity,66,52,14,4,vi,D#,9
alan-jackson_remember-when,109,50,59,9,II,C,17
westlife_my-love,120,83,37,11,I,G,28
christina-aguilera_beautiful,59,54,5,6,IV,G#,12
red-hot-chili-peppers_wet-sand,117,61,56,10,vi,G,14
sara-bareilles_gravity,69,51,18,6,V,F,14
chris-tomlin_amazing-grace-my-chains-are-gone,79,79,0,4,I,G,42
fleet-foxes_tiger-mountain-peasant-song,85,65,20,7,I,F#,22
john-legend_ordinary-people,2,2,0,2,"I,vi",Db,1
rufus-wainwright_hallelujah,101,101,0,5,"I,V",C,26
alan-jackson_turn-your-eyes-upon-jesus,80,73,7,6,I,C,27
britney-spears_oops-i-did-it-again,57,42,15,4,I,B,16
thirty-seconds-to-mars_the-kill,40,40,0,5,"V,vi",G,3
mgmt_electric-feel,152,152,0,4,v,Cm,24
regina-spektor_the-call,66,42,24,6,II,D#,10
sportfreunde-stiller_ein-kompliment,45,45,0,4,VI,Em,9
tamia_officially-missing-you,73,52,21,9,vi,G,8
cat-power_sea-of-love,37,18,19,4,"VII,I",E,11
darlene-zschech_worthy-is-the-lamb,54,54,0,5,I,G,17
the-black-eyed-peas_i-gotta-feeling,79,79,0,3,I,C,38
alan-jackson_let-it-be-christmas,111,111,0,5,I,G,39
ryan-bingham_southside-of-heaven,50,50,0,3,IV,G,20
pnk_dear-mr-president,96,96,0,5,V,A#,19
randy-travis_three-wooden-crosses,66,66,0,5,vi,C#,17
hillsong-worship_mighty-to-save,122,122,0,4,I,A,36
sara-bareilles_love-song,110,106,4,8,IV,F,17
the-all-american-rejects_gives-you-hell,92,92,0,6,vi,E,23
t-a-t-u-_all-the-things-she-said,68,68,0,5,"iii,vi",G#,13
rihanna_take-a-bow,112,85,27,6,V,A,26
estelle_american-boy,20,20,0,2,vi,C,1
the-handsome-family_far-from-any-road,47,41,6,4,i,Am,29
porcupine-tree_trains,73,58,15,5,VI,Gm,15
slipknot_vermilion-pt-2,63,29,34,7,VI,D,6
the-strokes_reptilia,57,49,8,6,V,A,6
shinedown_second-chance,52,44,8,5,IV,D#,13
kari-jobe_revelation-song,56,46,10,5,I,C,18
chris-tomlin_light-of-the-world,60,60,0,4,I,D,25
hillsong-united_from-the-inside-out,88,88,0,4,IV,C,21
city-and-colour_the-girl,17,17,0,2,I,A#,11
the-black-eyed-peas_where-is-the-love,93,93,0,4,I,F,25
muse_knights-of-cydonia,102,63,39,12,iv,Bm,10
john-mayer_who-says,94,89,5,6,V,D,23
the-flaming-lips_yoshimi-battles-the-pink-robots-part-1,64,64,0,5,IV,C,11
three-days-grace_i-hate-everything-about-you,102,102,0,4,vi,A,15
amy-winehouse_stronger-than-me,102,65,37,6,vi,F,4
coldplay_shiver,77,73,4,7,iii,E,4
stereophonics_dakota,34,34,0,4,I,E,13
johnny-cash_the-man-comes-around,66,66,0,4,I,C,32
belle-and-sebastian_piazza-new-york-catcher,75,75,0,5,ii,G,6
the-strokes_you-only-live-once,86,86,0,6,V,B,21
ozzy-osbourne_dreamer,109,109,0,6,V,C#,27
miley-cyrus_butterfly-fly-away,88,88,0,4,V,B,24
hinder_lips-of-an-angel,75,69,6,7,V,D,11
parokya-ni-edgar_gitara,56,54,2,6,"I,V",G,18
johnny-cash_one,65,44,21,5,#VI,G,4
amos-lee_sweet-pea,64,51,13,6,vi,E,13
muse_feeling-good,84,60,24,4,VII,Bm,12
iron-wine_flightless-bird-american-mouth,31,31,0,4,IV,D#,5
shakira_hips-dont-lie,121,121,0,4,i,A#m,50
eddie-vedder_guaranteed,67,67,0,4,V,G,17
kt-tunstall_suddenly-i-see,135,79,56,8,"#VI,I",D,30
yiruma_river-flows-in-you,84,66,18,6,I,E,24
nickelback_far-away,127,94,33,8,I,F#,28
ne-yo_so-sick,72,72,0,4,"IV,V",F#,18
rise-against_savior,86,86,0,4,I,G#,39
radiohead_all-i-need,60,60,0,3,"vi,IV",G,16
damien-rice_cannonball,82,82,0,4,I,C#,30
callalily_magbalik,84,81,3,7,V,E,15
pearl-jam_i-am-mine,91,66,25,5,V,C,11
regina-spektor_samson,108,108,0,5,"I,IV",B,31
u2_christmas-baby-please-come-home,20,20,0,5,IV,G#,1
avalon_we-are-the-reason,53,31,22,18,vi,G,5
arctic-monkeys_a-certain-romance,42,33,9,7,I,B,14
panic-at-the-disco_northern-downpour,67,67,0,6,"IV,vi",F,16
daft-punk_something-about-us,20,15,5,4,"i,IV,V,I",D,5
system-of-a-down_aerials,191,185,6,7,vi,D#,39
bon-iver_blood-bank,33,33,0,4,"V,IV",G,4
fergie_big-girls-dont-cry,129,129,0,4,V,G,41
john-frusciante_the-past-recedes,98,97,1,6,V,G,20
radiohead_you-and-whose-army,67,41,26,8,iii,A,6
ben-folds_the-luckiest,104,95,9,7,I,D,25
nirvana_you-know-youre-right,34,25,9,4,i,Fm,14
linkin-park_shadow-of-the-day,69,69,0,5,vi,B,10
sia_breathe-me,60,60,0,4,IV,C,18
the-red-jumpsuit-apparatus_your-guardian-angel,67,67,0,4,V,G,14
foo-fighters_stranger-things-have-happened,64,36,28,6,II,D,6
radiohead_everything-in-its-right-place,113,48,65,4,I,C,36
maroon-5_wont-go-home-without-you,49,45,4,8,V,D#,8
deftones_change-in-the-house-of-flies,57,57,0,4,vi,Eb,5
duffy_warwick-avenue,83,62,21,10,V,D,15
sum-41_pieces,49,49,0,4,IV,F,14
fleet-foxes_blue-ridge-mountains,85,52,33,8,II,B,2
demi-lovato_this-is-me,111,111,0,5,"IV,I",C#,29
kylie-minogue_cant-get-you-out-of-my-head,69,63,6,4,v,Dm,30
natasha-bedingfield_unwritten,65,65,0,5,vi,A#,12
eels_that-look-you-give-that-guy,165,117,48,5,ii,F,33
mario_let-me-love-you,90,37,53,7,II,D#,1
tim-minchin_white-wine-in-the-sun,96,89,7,6,V,F,20
odd-nordstoga_jul-i-svingen,143,143,0,4,"IV,I",A,46
mark-knopfler_sailing-to-philadelphia,96,96,0,6,V,A,24
tenacious-d_dude-i-totally-miss-you,85,78,7,4,i,Em,30
system-of-a-down_chop-suey,108,60,48,8,ii,F,7
green-day_give-me-novacaine,53,44,9,7,I,A,14
reamonn_supergirl,39,39,0,6,vi,G,5
starsailor_way-to-fall,48,42,6,5,"iii,IV,I",F,12
imogen-heap_hide-and-seek,73,56,17,5,ii,E,18
audioslave_doesnt-remind-me,111,7,104,7,III,C,2
nickelback_photograph,64,29,35,5,II,C#,13
josh-turner_long-black-train,63,63,0,4,I,A#,30
taylor-swift_tim-mcgraw,87,87,0,4,V,C,7
bob-dylan_must-be-santa,140,76,64,14,I,A,33
travis-tritt_its-a-great-day-to-be-alive,148,148,0,5,V,G,24
peter-bjorn-and-john_young-folks,105,105,0,4,IV,C,25
ron-pope_a-drop-in-the-ocean,123,123,0,5,I,G,37
nsync_this-i-promise-you,68,46,22,7,I,A,25
israel-new-breed_alpha-and-omega,120,120,0,5,I,G,40
ajj-andrew-jackson-jihad_brave-as-a-noun,29,29,0,4,"vi,IV,V",C,5
taylor-swift_picture-to-burn,105,105,0,4,IV,G,21
paramore_ignorance,64,64,0,5,"I,IV",D,19
radiohead_motion-picture-soundtrack,27,26,1,5,IV,G,7
311_amber,45,45,0,5,vi,C,8
radiohead_there-there,65,63,2,6,vi,G,16
the-strokes_barely-legal,29,29,0,3,V,C,5
foo-fighters_times-like-these,61,61,0,4,"i,VII",Em,20
miranda-lambert_the-house-that-built-me,54,54,0,6,I,F,20
oasis_let-there-be-love,56,34,22,6,"IV,ii",G,5
coldplay_til-kingdom-come,91,91,0,3,I,C,78
blaze-foley_clay-pigeons,48,48,0,3,I,C,22
elliott-smith_twilight,71,53,18,5,I,G,19
coldplay_we-never-change,47,46,1,7,vi,A,2
juanes_la-camisa-negra,80,54,26,5,V,F#,20
gillian-welch_look-at-miss-ohio,89,86,3,5,V,C,27
randy-travis_just-a-closer-walk-with-thee,50,44,6,4,I,E,20
beirut_elephant-gun,59,59,0,4,I,G#,18
b-o-b_nothin-on-you,30,15,15,4,"v,vi",F,3
my-chemical-romance_mama,105,53,52,10,III,G,16
the-avett-brothers_i-and-love-and-you,112,112,0,6,I,D,50
