song_name,total_chords,chords_in_key_sig,chords_not_in_key_sig,num_unique_chords,most_frequent_chords,tonic,tonic_frequency
rod-stewart_have-i-told-you-lately,56,56,0,4,iii,C,6
ronan-keating_when-you-say-nothing-at-all,113,74,39,8,I,D,53
savage-garden_i-knew-i-loved-you,132,101,31,12,IV,A,17
savage-garden_truly-madly-deeply,57,57,0,4,V,C,8
spice-girls_wannabe,136,98,38,7,I,E,35
sting_its-probably-me,58,52,6,8,vi,G,6
take-that_back-for-good,107,107,0,5,"I,ii",F,26
the-corrs_runaway,103,103,0,5,"ii,IV",D,22
tlc_no-scrubs,63,46,17,4,I,E,18
toni-braxton_un-break-my-heart,80,43,37,7,VII,Bm,7
u2_stay-faraway-so-close,75,58,17,5,I,D#,26
van-morrison_days-like-this,131,131,0,5,I,D#,41
westlife_more-than-words,95,93,2,6,I,F#,24
wet-wet-wet_love-is-all-around,117,117,0,4,IV,A#,24
whitney-houston_i-have-nothing,104,47,57,20,I,C,12
whitney-houston_i-will-always-love-you,55,39,16,9,ii,E,10
fugees_killing-me-softly,54,54,0,5,V,G,12
randy-newman_youve-got-a-friend-in-me,92,63,29,11,I,D#,32
elliott-smith_between-the-bars,52,43,9,6,IV,A#,8
shania-twain_youre-still-the-one,68,68,0,4,IV,D#,19
barenaked-ladies_god-rest-ye-merry-gentlemen,174,117,57,6,vi,F,21
seal_kiss-from-a-rose,103,53,50,6,I,F,41
the-wiggles_jingle-bells,30,28,2,4,I,D,12
metallica_the-unforgiven,161,149,12,6,ii,G,31
garth-brooks_friends-in-low-places,59,56,3,4,V,A,19
elliott-smith_say-yes,60,54,6,7,"I,vi",F,19
brooks-dunn_neon-moon,47,47,0,3,I,A,21
the-highwaymen_highwayman,116,116,0,5,V,D,13
depeche-mode_enjoy-the-silence,30,26,4,5,I,G#,12
hillsong-worship_king-of-kings,94,94,0,4,I,D,33
soul-asylum_runaway-train,56,56,0,5,"iii,vi",C,10
eva-cassidy_fields-of-gold,84,84,0,4,IV,A,19
coolio_gangstas-paradise,124,89,35,4,"vi,VII",Ab,27
metallica_enter-sandman,120,85,35,6,V,B,20
dolly-parton_hard-candy-christmas,102,79,23,8,IV,C#,15
bob-dylan_mama-you-been-on-my-mind,63,51,12,6,I,F,27
paul-kelly_how-to-make-gravy,94,94,0,5,ii,E,17
billy-ray-cyrus_achy-breaky-heart,18,18,0,2,I,E,11
red-hot-chili-peppers_soul-to-squeeze,130,130,0,6,"V,vi",F,26
matt-redman_the-heart-of-worship,74,74,0,4,V,D#,24
fiona-apple_paper-bag,113,84,29,7,V,C,12
dumdum-boys_stjernesludd,58,55,3,6,I,C#,19
vanessa-williams_colors-of-the-wind,60,60,0,6,vi,A#,6
coldplay_dont-panic,17,17,0,4,ii,C,4
john-prine_in-spite-of-ourselves,56,56,0,3,I,C,28
hillsong-worship_o-holy-night,112,112,0,6,V,G,27
nirvana_oh-me,58,39,19,4,V,F#,6
blackstreet_no-diggity,83,64,19,4,I,D#,23
pavement_harness-your-hopes,86,70,16,7,IV,E,12
garth-brooks_the-thunder-rolls,100,82,18,4,i,Dm,35
lenny-kravitz_fly-away,39,24,15,5,"III,IV,I",G,9
acdc_thunderstruck,123,122,1,4,IV,E,42
my-bloody-valentine_when-you-sleep,21,21,0,4,VI,D#m,3
tom-petty-and-the-heartbreakers_christmas-all-over-again,87,83,4,7,"vi,ii",A,21
jewel_you-were-meant-for-me,97,97,0,4,IV,G,24
tom-petty-and-the-heartbreakers_into-the-great-wide-open,114,105,9,7,vi,G,31
stuart-townend_how-deep-the-fathers-love-for-us,75,75,0,5,I,E,33
fugazi_im-so-tired,47,35,12,4,"VII,iii,I",C,12
alamid_your-love,137,136,1,6,V,G,31
elliott-smith_angeles,85,76,9,8,IV,G,4
blink-182_whats-my-age-again,102,102,0,4,V,F#,27
the-band_atlantic-city,168,168,0,4,I,A,82
alanis-morissette_head-over-feet,118,84,34,8,I,G,27
jamiroquai_virtual-insanity,82,54,28,7,i,Ebm,24
bryan-adams_please-forgive-me,116,87,29,9,IV,E,24
dr-dre_still-dre,188,188,0,2,i,Bbm,140
alan-jackson_theres-a-new-kid-in-town,70,66,4,7,"IV,I",E,20
tlc_waterfalls,78,54,24,4,"II,IV",G,15
tom-petty_you-wreck-me,182,155,27,6,I,A#,60
mariah-carey_o-holy-night,93,58,35,13,V,A,6
iron-maiden_fear-of-the-dark,144,144,0,4,V,F,10
blur_song-2,122,122,0,6,I,G#,28
vince-vance-the-valiants_all-i-want-for-christmas-is-you,99,59,40,16,I,A,17
ween_ocean-man,23,23,0,3,V,E,5
elliott-smith_needle-in-the-hay,117,99,18,5,IV,C,19
pearl-jam_alive,119,54,65,7,I,G,41
ariel-rivera_sana-ngayong-pasko,60,60,0,4,I,C,27
blind-melon_change,117,117,0,3,V,D,33
kenny-wayne-shepherd_blue-on-black,118,81,37,5,I,C,40
red-hot-chili-peppers_my-friends,108,82,26,7,I,D,48
green-day_brain-stew,104,41,63,5,"#II,II,#I,I",D#,21
the-black-crowes_hard-to-handle,63,49,14,5,I,B,31
macy-gray_i-try,57,36,21,11,ii,D,4
hillsong-worship_the-power-of-your-love,72,72,0,5,I,G,21
red-hot-chili-peppers_road-trippin,103,76,27,7,IV,G,8
mercyme_i-can-only-imagine,60,60,0,3,I,E,36
everlast_what-its-like,113,107,6,3,ii,C,39
pearl-jam_better-man,82,72,10,5,I,D,27
green-day_she,58,58,0,3,"IV,I",F#,24
dixie-chicks_cowboy-take-me-away,168,168,0,4,V,F#,39
the-verve_sonnet,36,36,0,5,V,C,2
the-kelly-family_an-angel,63,63,0,5,V,C,19
lucky-ali_o-sanam,58,39,19,4,I,D,22
deana-carter_strawberry-wine,61,61,0,5,I,C#,18
metallica_mama-said,203,165,38,8,ii,B,46
hole_violet,95,52,43,7,I,C,26
nirvana_lounge-act,143,87,56,9,IV,D,19
bryan-adams_when-youre-gone,80,63,17,5,V,F,10
oasis_all-around-the-world,79,27,52,11,#VI,F#,11
buena-vista-social-club_chan-chan,81,69,12,5,"I,V,ii",F,19
blind-guardian_the-bards-song-in-the-forest,105,105,0,6,vi,C,10
the-cranberries_animal-instinct,77,77,0,5,IV,G,1
pearl-jam_daughter,79,79,0,2,I,G,58
eva-cassidy_songbird,36,36,0,5,IV,G,10
guns-n-roses_civil-war,114,99,15,9,I,G,32
jan-smit_o-dennenboom,81,81,0,5,I,E,32
red-hot-chili-peppers_breaking-the-girl,80,62,18,7,I,G,20
eraserheads_pare-ko,128,128,0,5,IV,G,30
david-gray_this-years-love,72,47,25,5,I,D#,26
blue-rodeo_hasnt-hit-me-yet,117,105,12,5,I,E,34
alain-bashung_la-nuit-je-mens,78,78,0,5,VI,Bm,11
robbie-williams_let-me-entertain-you,69,47,22,3,V,A#,22
def-leppard_two-steps-behind,98,85,13,5,I,D,48
spin-doctors_two-princes,155,155,0,4,V,D,35
placebo_every-you-every-me,70,48,22,5,IV,F,9
travis-tritt_anymore,59,54,5,6,V,B,3
john-anderson_seminole-wind,69,69,0,4,"IV,I",D,20
creed_with-arms-wide-open,57,48,9,7,I,C,23
vince-gill_let-there-be-peace-on-earth,51,38,13,9,vi,C,8
fernando-ortega_give-me-jesus,42,42,0,4,IV,C#,6
misfits_saturday-night,67,44,23,9,I,G#,17
everclear_santa-monica,69,63,6,4,I,G,35
bruce-springsteen_streets-of-philadelphia,29,29,0,5,I,F,11
mariah-carey_santa-claus-is-comin-to-town,115,100,15,8,I,G,45
sarah-mclachlan_angel,72,72,0,5,I,C,30
mariah-carey_without-you,38,32,6,7,"ii,vi",F#,7
bloodhound-gang_fire-water-burn,55,36,19,7,I,G,22
r-kelly_i-believe-i-can-fly,30,18,12,5,iv,C,10
ace-of-base_the-sign,86,80,6,6,IV,G,17
ben-harper_burn-one-down,36,36,0,4,vi,G,6
david-lee-murphy_dust-on-the-bottle,98,98,0,4,IV,B,18
brooks-dunn_boot-scootin-boogie,93,89,4,5,I,E,43
neutral-milk-hotel_holland-1945,94,89,5,4,IV,G,33
blues-traveler_hook,176,153,23,5,IV,A,43
pearl-jam_nothingman,87,87,0,4,IV,F,11
the-cranberries_just-my-imagination,53,53,0,4,V,A#,7
marilyn-manson_sweet-dreams-are-made-of-this,87,55,32,3,#I,G,29
eva-cassidy_over-the-rainbow,67,66,1,7,"V,I",G#,15
john-williams_home-alone-theme-somewhere-in-my-memory,28,26,2,7,ii,D,7
tevin-campbell_can-we-talk,62,37,25,9,III,F,1
eve-6_inside-out,114,89,25,5,I,E,35
christy-moore_black-is-the-colour,63,51,12,4,VII,Am,7
harvey-danger_flagpole-sitta,52,37,15,6,I,C,27
urge-overkill_girl-youll-be-a-woman-soon,37,34,3,5,ii,F,15
portishead_glory-box,75,53,22,2,i,D#m,53
weezer_pink-triangle,160,160,0,6,I,F#,43
jeff-buckley_grace,121,81,40,12,ii,D,10
michael-learns-to-rock_thats-why-you-go-away,86,74,12,11,V,G,17
nick-cave-the-bad-seeds_red-right-hand,25,5,20,4,iv,F#,5
shania-twain_from-this-moment-on,55,28,27,12,I,D,13
new-radicals_you-get-what-you-give,94,94,0,4,VII,Bm,11
rick-price_heaven-knows,117,117,0,6,IV,C,24
portishead_roads,33,28,5,4,VII,Am,10
silverchair_tomorrow,126,96,30,5,V,G,10
the-kelly-family_fell-in-love-with-an-alien,131,131,0,6,vi,D#,15
stone-temple-pilots_plush,118,80,38,6,I,G,28
massive-attack_teardrop,55,46,9,4,V,D,9
celine-dion_o-holy-night,68,66,2,7,I,G,28
garth-brooks_the-river,76,71,5,7,I,D,30
alice-in-chains_man-in-the-box,75,75,0,4,I,C#,22
my-bloody-valentine_sometimes,45,41,4,5,vi,G,4
mike-the-mechanics_over-my-shoulder,93,56,37,9,VI,C#,8
seal_crazy,68,43,25,7,II,G,18
blondie_maria,102,102,0,4,IV,A,16
nsync_merry-christmas-happy-holidays,109,109,0,5,V,F,23
nirvana_plateau,89,89,0,3,I,A,35
hole_doll-parts,47,29,18,2,I,G,29
the-magnetic-fields_the-book-of-love,102,102,0,3,I,G,44
bruce-springsteen_the-ghost-of-tom-joad,73,73,0,4,vi,C,18
the-wonders_that-thing-you-do,86,49,37,9,V,A,16
concrete-blonde_joey,62,62,0,4,I,G,21
oasis_hello,50,49,1,5,ii,G,6
jewel_who-will-save-your-soul,92,92,0,4,I,G,27
mariah-carey_fantasy,111,111,0,4,vi,C,1
john-mayer_no-such-thing,18,5,13,5,i,A,3
george-strait_check-yes-or-no,155,155,0,4,V,F,39
slowdive_alison,20,18,2,3,"I,IV",B,9
tom-waits_hold-on,85,85,0,4,I,D,29
belle-and-sebastian_get-me-away-from-here-im-dying,85,82,3,6,IV,F#,17
nick-cave-the-bad-seeds_where-the-wild-roses-grow,87,71,16,5,vi,A#,16
rednex_cotton-eye-joe,46,26,20,4,#VI,E,10
don-moen_i-offer-my-life,49,49,0,5,IV,G,10
alan-jackson_livin-on-love,56,56,0,3,I,A,27
alison-krauss_when-you-say-nothing-at-all,109,109,0,3,V,D,18
radiohead_black-star,102,97,5,7,I,G,35
collective-soul_the-world-i-know,84,81,3,5,V,D,25
the-kelly-family_i-cant-help-myself,52,52,0,4,IV,C#,10
barenaked-ladies_brian-wilson,115,112,3,6,vi,A#,18
ub40_i-cant-help-falling-in-love-with-you,110,101,9,6,V,D,25
madonna_frozen,137,101,36,8,ii,D#,16
george-strait_write-this-down,68,54,14,4,V,G#,22
blues-traveler_run-around,284,284,0,4,"IV,ii",G,67
neil-young_unknown-legend,38,38,0,2,I,G,21
meredith-brooks_bitch,65,65,0,5,V,A,10
parokya-ni-edgar_halaga,147,147,0,4,V,D,35
the-tragically-hip_wheat-kings,96,96,0,3,IV,G,44
wilco_how-to-fight-loneliness,37,32,5,6,V,D,2
don-moen_god-will-make-a-way,79,48,31,11,I,A,24
eraserheads_magasin,72,47,25,5,"VII,iii",F,11
tal-bachman_shes-so-high,83,83,0,4,IV,A,23
toby-keith_shouldve-been-a-cowboy,171,171,0,3,V,G,40
grant-lee-buffalo_fuzzy,18,18,0,3,i,Fm,9
crowded-house_fall-at-your-feet,60,53,7,6,vi,D#,15
crowded-house_weather-with-you,26,10,16,4,VI,C,5
pearl-jam_even-flow,116,51,65,4,II,C,45
