song_name,total_chords,chords_in_key_sig,chords_not_in_key_sig,num_unique_chords,most_frequent_chords,tonic,tonic_frequency
hall-oates_rich-girl,87,87,0,5,I,F,27
harry-chapin_cats-in-the-cradle,109,79,30,4,IV,A#,13
jackson-browne_these-days,80,76,4,6,V,F,13
james-taylor_fire-and-rain,111,104,7,6,V,F,13
james-taylor_sweet-baby-james,97,91,6,7,IV,D,22
janis-joplin_me-and-bobby-mcgee,192,60,132,5,VI,G,24
jim-croce_i-got-a-name,75,50,25,9,I,B,16
jimmy-buffett_margaritaville,67,67,0,3,V,D,22
joan-jett_i-love-rock-n-roll,39,39,0,3,"IV,V,I",E,13
joe-cocker_you-are-so-beautiful,31,20,11,7,"IV,I",G#,8
john-lennon_imagine,76,64,12,7,"IV,I",C,17
john-lennon_jealous-guy,101,66,35,6,iii,C,10
john-lennon_working-class-hero,75,75,0,3,ii,G,27
kansas_carry-on-wayward-son,98,69,29,6,II,C,14
kansas_dust-in-the-wind,104,83,21,6,vi,C,16
kiss_i-was-made-for-lovin-you,47,47,0,5,vi,G,4
led-zeppelin_going-to-california,21,19,2,4,IV,D,7
led-zeppelin_kashmir,196,81,115,7,I,C,39
led-zeppelin_stairway-to-heaven,129,121,8,6,ii,G,24
linda-ronstadt_blue-bayou,47,44,3,4,V,C,18
lou-reed_perfect-day,84,25,59,10,II,C#,4
lou-reed_walk-on-the-wild-side,63,63,0,3,V,F,26
lynyrd-skynyrd_simple-man,135,135,0,3,ii,F#,55
lynyrd-skynyrd_sweet-home-alabama,102,71,31,4,I,C,40
lynyrd-skynyrd_tuesdays-gone,60,45,15,5,"I,V",D,16
nazareth_love-hurts,86,65,21,7,IV,G,15
neil-young_after-the-gold-rush,81,66,15,5,"I,IV",D,23
neil-young_heart-of-gold,84,84,0,4,vi,G,21
neil-young_hey-hey-my-my-into-the-black,52,52,0,5,vi,C,4
neil-young_old-man,65,45,20,6,II,C,13
paul-mccartney_maybe-im-amazed,115,56,59,10,II,C,14
peter-frampton_baby-i-love-your-way,78,69,9,8,V,G,10
peter-frampton_show-me-the-way,63,49,14,6,vi,D,4
pink-floyd_another-brick-in-the-wall-part-2,26,26,0,4,ii,C,8
pink-floyd_brain-damage,64,45,19,7,V,G,13
pink-floyd_breathe,21,17,4,6,VII,Bm,1
pink-floyd_echoes,101,66,35,13,iii,A,14
pink-floyd_hey-you,47,47,0,6,V,G,6
pink-floyd_mother,41,36,5,4,I,C,18
pink-floyd_time,37,28,9,10,I,A,10
queen_39,116,78,38,13,V,C#,25
queen_bohemian-rhapsody,208,140,68,17,V,Eb,34
queen_crazy-little-thing-called-love,65,35,30,7,IV,D,12
queen_dont-stop-me-now,126,116,10,7,ii,F,23
queen_fat-bottomed-girls,80,21,59,5,II,C,6
queen_good-old-fashioned-lover-boy,151,120,31,13,V,D#,22
queen_killer-queen,154,107,47,13,IV,A#,26
queen_love-of-my-life,60,52,8,10,I,F,11
queen_somebody-to-love,108,96,12,7,I,D#,39
queen_we-are-the-champions,90,61,29,11,V,Eb,9
queen_we-will-rock-you,49,46,3,5,I,G,16
rainbow_temple-of-the-king,121,111,10,6,vi,C,4
redbone_come-and-get-your-love,162,162,0,4,I,D,44
rey-valera_kahit-maputi-na-ang-buhok-ko,67,58,9,9,I,G,14
rod-stewart_i-dont-want-to-talk-about-it,42,42,0,5,V,G,6
rod-stewart_sailing,41,36,5,6,I,B,12
simon-garfunkel_bridge-over-troubled-water,107,80,27,9,I,G#,34
simon-garfunkel_cecilia,70,70,0,3,I,B,31
simon-garfunkel_scarborough-fair,75,75,0,4,ii,D,20
simon-garfunkel_the-only-living-boy-in-new-york,91,86,5,5,IV,B,28
smokie_living-next-door-to-alice,51,51,0,3,V,A,17
stealers-wheel_stuck-in-the-middle-with-you,46,41,5,4,I,D,23
steve-miller-band_the-joker,136,136,0,3,IV,G,45
talking-heads_psycho-killer,66,33,33,5,I,G,26
the-allman-brothers-band_melissa,61,54,7,8,ii,E,10
the-beatles_across-the-universe,53,52,1,7,V,C#,6
the-beatles_let-it-be,70,70,0,4,V,C,15
the-beatles_the-long-and-winding-road,80,80,0,6,I,D#,18
the-beatles_two-of-us,74,70,4,6,IV,G,23
the-cure_boys-dont-cry,96,96,0,6,iii,A,8
the-doobie-brothers_listen-to-the-music,69,60,9,6,I,A,34
the-doors_riders-on-the-storm,98,61,37,5,IV,Em,36
the-kinks_lola,90,48,42,8,IV,E,17
the-kinks_strangers,102,92,10,5,I,C,32
the-marshall-tucker-band_cant-you-see,70,70,0,3,V,G,21
the-police_message-in-a-bottle,183,153,30,6,I,A,50
the-police_roxanne,48,42,6,7,V,A#,4
the-rolling-stones_angie,132,115,17,8,IV,C,13
the-rolling-stones_dead-flowers,80,80,0,3,I,D,47
the-rolling-stones_gimme-shelter,126,117,9,4,"IV,I",E,48
the-rolling-stones_sweet-virginia,91,63,28,4,IV,E,8
the-rolling-stones_wild-horses,98,90,8,6,I,G,28
the-velvet-underground_sweet-jane,294,215,79,8,IV,A,73
the-who_behind-blue-eyes,100,63,37,8,I,D,27
tim-buckley_song-to-the-siren,39,39,0,4,I,E,12
tom-petty-and-the-heartbreakers_american-girl,70,58,12,7,IV,D,12
toto_hold-the-line,88,77,11,6,v,F#m,6
uriah-heep_lady-in-black,83,83,0,2,ii,G,31
van-morrison_into-the-mystic,24,24,0,4,V,D#,6
van-morrison_moondance,260,181,79,7,i,Am,115
zz-top_la-grange,59,38,21,4,I,D,21
abba_the-winner-takes-it-all,92,67,25,8,ii,G,11
kenny-rogers_the-gambler,114,114,0,3,I,G,51
john-denver_take-me-home-country-roads,56,39,17,5,II,D,14
bob-dylan_knockin-on-heavens-door,46,46,0,4,V,G,13
dolly-parton_jolene,69,69,0,4,"V,vi",E,12
bill-withers_aint-no-sunshine,59,59,0,4,i,Am,27
don-mclean_american-pie,309,295,14,7,V,G,69
bob-marley_three-little-birds,37,37,0,3,I,A,16
eagles_please-come-home-for-christmas,58,44,14,8,I,A,20
bob-marley_redemption-song,121,121,0,5,IV,G,28
johnny-cash_you-are-my-sunshine,21,21,0,3,I,A,9
bill-withers_lean-on-me,54,54,0,4,I,C,24
stevie-wonder_isnt-she-lovely,51,36,15,7,"II,ii,V",E,6
abba_mamma-mia,92,79,13,7,I,D,33
willie-nelson_always-on-my-mind,89,89,0,5,I,D,35
gloria-gaynor_i-will-survive,93,46,47,5,V,Am,8
james-taylor_youve-got-a-friend,107,73,34,9,I,E,26
don-mclean_vincent,65,42,23,9,II,C,9
elvis-presley_unchained-melody,41,39,2,7,V,G,8
bob-marley_no-woman-no-cry,120,120,0,4,I,C,33
george-harrison_all-things-must-pass,66,66,0,3,I,A,38
neil-young_dont-let-it-bring-you-down,57,32,25,10,II,G,6
john-denver_annies-song,118,118,0,6,I,D,31
iggy-pop_the-passenger,280,254,26,5,"IV,I",C,78
john-prine_angel-from-montgomery,90,81,9,4,I,C,39
joni-mitchell_a-case-of-you,140,139,1,7,V,C#,36
johnny-cash_ghost-riders-in-the-sky,58,58,0,4,vi,C#,16
earth-wind-fire_september,74,69,5,6,v,F#m,13
joni-mitchell_big-yellow-taxi,47,47,0,3,"IV,I",E,17
johnny-hallyday_la-musique-que-jaime,44,44,0,3,IV,E,20
frank-sinatra_new-york-new-york,26,22,4,7,I,D,8
gordon-lightfoot_if-you-could-read-my-mind,76,69,7,6,I,A,25
katri-helena_joulumaa,45,45,0,4,"V,I",D,15
jim-croce_time-in-a-bottle,93,43,50,7,i,D,17
johnny-cash_sunday-morning-coming-down,54,54,0,5,I,G#,19
paul-simon_50-ways-to-leave-your-lover,83,65,18,7,vi,G,12
abba_i-have-a-dream,43,43,0,3,V,A#,18
bob-marley_i-shot-the-sheriff,77,77,0,4,i,Gm,28
leonard-cohen_famous-blue-raincoat,82,72,10,7,vi,C,5
arlo-guthrie_city-of-new-orleans,99,87,12,7,I,C#,33
dobie-gray_drift-away,46,46,0,4,IV,B,15
merle-haggard_if-we-make-it-through-december,70,58,12,7,I,C,19
bob-marley_is-this-love,117,117,0,6,vi,A,13
bee-gees_stayin-alive,57,57,0,4,ii,D,9
willie-nelson_on-the-road-again,32,26,6,5,IV,E,6
boney-m-_marys-boy-child-oh-my-lord,116,68,48,10,I,E,27
waylon-jennings_mammas-dont-let-your-babies-grow-up-to-be-cowboys,26,18,8,5,I,A,8
the-band_christmas-must-be-tonight,83,83,0,5,I,G,28
commodores_easy,76,69,7,6,ii,G#,14
bob-dylan_i-shall-be-released,57,57,0,5,"ii,iii,IV,I",A,12
gilbert-osullivan_alone-again-naturally,67,39,28,10,"iii,I",G,12
carpenters_top-of-the-world,125,121,4,6,I,A#,43
abba_sos,107,83,24,8,I,F,38
mud_lonely-this-christmas,76,75,1,5,IV,A#,18
johnny-nash_i-can-see-clearly-now,48,41,7,7,I,G,18
chris-de-burgh_a-spaceman-came-travelling,183,183,0,5,IV,F,25
gordon-lightfoot_sundown,51,41,10,4,I,F#,27
roberta-flack_killing-me-softly-with-his-song,98,88,10,7,V,G#,16
leonard-cohen_chelsea-hotel-no-2,70,70,0,5,IV,F,21
pink-floyd_pigs-on-the-wing-part-1,41,30,11,6,I,C,14
al-green_lets-stay-together,49,40,9,8,v,Dm,6
willie-nelson_blue-eyes-crying-in-the-rain,46,29,17,7,IV,B,11
dougie-maclean_caledonia,75,75,0,4,V,E,18
neil-young_only-love-can-break-your-heart,66,66,0,5,V,D,13
jackson-browne_doctor-my-eyes,37,33,4,6,IV,F,9
looking-glass_brandy-youre-a-fine-girl,110,104,6,7,IV,E,23
pink-floyd_dogs,147,82,65,6,II,Bb,23
eric-clapton_bell-bottom-blues,128,44,84,8,III,C,6
elton-john_dont-let-the-sun-go-down-on-me,72,70,2,6,I,C,29
boney-m-_rasputin,112,64,48,9,vi,D,8
neil-young_four-strong-winds,123,123,0,4,V,C,35
james-taylor_you-can-close-your-eyes,98,67,31,6,II,G#,21
ramones_blitzkrieg-bop,89,55,34,4,#VI,E,20
dolly-parton_i-will-always-love-you,71,71,0,4,V,A,17
jim-croce_operator,161,160,1,7,V,G,26
neil-young_cortez-the-killer,27,27,0,3,"VII,iv",Em,1
bob-marley_jamming,74,49,25,5,IV,Bm,20
the-kinks_father-christmas,210,208,2,6,I,C,78
the-rolling-stones_beast-of-burden,170,170,0,4,"V,vi",E,41
heart_crazy-on-you,125,68,57,12,ii,G,10
neil-young_tell-me-why,3,3,0,3,"V,ii,I",G,1
neil-young_comes-a-time,59,49,10,7,I,G,19
fleetwood-mac_gold-dust-woman,65,49,16,4,V,G,17
bob-marley_one-love-people-get-ready,76,76,0,4,I,A#,31
joe-cocker_unchain-my-heart,82,49,33,5,iii,F,3
stevie-wonder_you-are-the-sunshine-of-my-life,64,32,32,11,"#VI,v",F#,9
little-feat_willin,69,69,0,4,IV,G,13
neil-young_long-may-you-run,122,122,0,4,V,D,37
tom-waits_ol-55,95,93,2,7,V,G,21
francis-cabrel_petite-marie,81,64,17,9,vi,D,7
dolly-parton_coat-of-many-colors,46,29,17,5,I,A#,13
tom-waits_somewhere-from-west-side-story,51,40,11,11,V,E,6
pink-floyd_the-great-gig-in-the-sky,46,39,7,8,I,F,14
pink-floyd_money,3,3,0,1,i,Em,3
eagles_one-of-these-nights,36,34,2,5,i,Em,12
bob-dylan_forever-young,47,47,0,6,I,D,14
billy-joel_honesty,128,75,53,12,I,F,34
todd-rundgren_hello-its-me,56,25,31,10,bVII,Dm,9
the-rolling-stones_miss-you,53,51,2,5,i,Am,32
the-allman-brothers-band_ramblin-man,75,60,15,5,I,C,26
kris-kristofferson_help-me-make-it-through-the-night,11,6,5,4,#VI,A,4
gerry-rafferty_baker-street,142,69,73,8,VI,C,10
al-stewart_year-of-the-cat,76,65,11,8,vi,G,3
the-police_walking-on-the-moon,75,75,0,5,"IV,V",F,9
abba_thank-you-for-the-music,92,74,18,11,ii,E,21
the-four-seasons_december-1963-oh-what-a-night,109,105,4,7,vi,C#,16
creedence-clearwater-revival_long-as-i-can-see-the-light,65,65,0,4,I,B,30
scorpions_always-somewhere,128,110,18,5,V,C,25
the-allman-brothers-band_midnight-rider,29,8,21,5,II,C,7
kenny-rogers_lucille,37,28,9,7,V,A#,6
george-harrison_run-of-the-mill,61,54,7,7,vi,D,13
free_all-right-now,88,88,0,3,I,D,44
lynyrd-skynyrd_call-me-the-breeze,37,37,0,3,IV,A,11
paul-simon_still-crazy-after-all-these-years,85,57,28,15,I,G,25
bonnie-tyler_its-a-heartache,38,38,0,5,iii,C,4
john-denver_christmas-for-cowboys,90,90,0,4,I,F,33
bill-withers_lovely-day,49,22,27,4,v,E,9
dan-hill_sometimes-when-we-touch,94,85,9,7,V,D,14
thin-lizzy_the-boys-are-back-in-town,136,97,39,10,I,G#,32
the-doobie-brothers_long-train-runnin,211,112,99,5,iii,D#,7
blondie_one-way-or-another,68,30,38,10,"#II,II",A,7
chicago_hard-to-say-im-sorry,90,72,18,12,V,E,7
seals-crofts_summer-breeze,74,62,12,7,I,G,27
john-lennon_oh-yoko,82,82,0,5,I,C,28
abba_honey-honey,63,53,10,10,V,A#,16
pink-floyd_san-tropez,12,6,6,4,"i,I,II,IV",G,3
abba_waterloo,69,58,11,5,I,A,26
carpenters_superstar,83,78,5,8,I,G#,20
yes_roundabout,138,92,46,10,I,G,44
glen-campbell_rhinestone-cowboy,63,54,9,8,V,C,16
grateful-dead_brown-eyed-woman,89,88,1,7,IV,E,25
john-prine_christmas-in-prison,67,67,0,3,I,G,30
monty-python_always-look-on-the-bright-side-of-life,108,77,31,8,IV,D,13
pink-floyd_us-and-them,32,26,6,6,"V,iii",G,5
elton-john_sorry-seems-to-be-the-hardest-word,72,52,20,7,ii,A#,7
stevie-wonder_dont-you-worry-bout-a-thing,78,42,36,11,vi,F#,14
carpenters_yesterday-once-more,74,72,2,7,vi,E,15
the-cars_just-what-i-needed,141,122,19,5,V,E,29
hank-williams-jr-_family-tradition,30,30,0,3,"IV,V",E,6
the-marshall-tucker-band_heard-it-in-a-love-song,100,100,0,4,IV,D,30
nick-drake_pink-moon,41,41,0,4,IV,D,2
michael-jackson_rock-with-you,103,41,62,12,IV,Eb,1
leonard-cohen_memories,174,136,38,7,V,D,21
supertramp_breakfast-in-america,41,31,10,5,i,Cm,12
bee-gees_too-much-heaven,70,54,16,8,IV,C#,9
kate-bush_wuthering-heights,100,75,25,8,IV,Db,19
billy-joel_only-the-good-die-young,99,63,36,5,#VI,G,31
jim-croce_ill-have-to-say-i-love-you-in-a-song,42,32,10,9,"V,IV",A,2
grateful-dead_sugaree,123,123,0,4,I,E,49
jimmy-buffett_a-pirate-looks-at-forty,51,51,0,4,ii,G,14
barclay-james-harvest_hymn,123,123,0,2,I,E,93
the-jacksons_blame-it-on-the-boogie,48,46,2,6,V,G#,6
kris-kristofferson_sunday-morning-coming-down,45,45,0,5,I,A,16
eric-clapton_lay-down-sally,41,41,0,3,I,A,19
black-sabbath_iron-man,104,60,44,6,I,D,40
the-doors_roadhouse-blues,17,12,5,7,I,A,6
the-byrds_you-aint-goin-nowhere,53,53,0,3,"vi,I",C,19
bob-dylan_the-man-in-me,63,63,0,4,I,G#,23
george-harrison_give-me-love,105,79,26,7,V,D,26
the-wolfe-tones_come-out-ye-black-and-tans,56,56,0,4,I,C,24
pink-floyd_nobody-home,61,40,21,7,I,C,19
harry-nilsson_without-you,48,42,6,7,I,E,15
neil-diamond_forever-in-blue-jeans,80,73,7,8,I,A,23
stevie-wonder_sir-duke,94,59,35,11,IV,B,13
supertramp_the-logical-song,60,27,33,9,i,Bb,8
status-quo_whatever-you-want,96,16,80,7,II,C,8
grateful-dead_box-of-rain,104,99,5,7,vi,G,22
rainbow_since-you-been-gone,119,81,38,7,II,C,27
joni-mitchell_california,96,78,18,6,I,E,32
electric-light-orchestra_telephone-line,77,72,5,8,V,A,14
t-rex_cosmic-dancer,54,40,14,6,vi,G,10
bill-gloria-gaither_theres-something-about-that-name,18,12,6,8,I,D,5
acdc_its-a-long-way-to-the-top,47,47,0,3,V,D#,16
tom-waits_christmas-card-from-a-hooker-in-minneapolis,100,83,17,7,I,F,33
king-harvest_dancing-in-the-moonlight,70,70,0,4,I,D#,36
pink-floyd_welcome-to-the-machine,20,19,1,4,iii,C,4
the-rolling-stones_brown-sugar,106,100,6,4,I,C,70
badfinger_baby-blue,142,111,31,9,I,B,49
michael-jackson_ill-be-there,62,56,6,7,V,C,12
three-dog-night_joy-to-the-world,134,22,112,8,II,C,7
john-denver_sunshine-on-my-shoulders,165,165,0,5,IV,A#,55
runrig_loch-lomond,98,98,0,5,IV,G,20
chris-norman_stumblin-in,93,93,0,4,V,G,23
barry-louis-polisar_all-i-want-is-you,80,80,0,3,I,G,48
george-jones_he-stopped-loving-her-today,16,6,10,5,"#IV,#V",G,2
jim-croce_bad-bad-leroy-brown,82,44,38,5,#VI,D,17
elvis-costello_alison,86,77,9,8,V,E,8
lynyrd-skynyrd_gimme-three-steps,54,48,6,4,I,D,27
elton-john_saturday-nights-alright-for-fighting,86,61,25,7,V,F,21
david-bowie_rebel-rebel,123,63,60,3,I,D,61
john-denver_back-home-again,84,84,0,4,I,E,37
stevie-wonder_higher-ground,254,163,91,7,I,G#,84
